0
0
0,0155625419216784
0,0155501539843181
0,0466565006811918
0,0465997616449855
0,0932041569441834
0,0930222243130047
0,15508150800312
0,154615551353025
0,232118810071497
0,23110324351785
0,324101348741138
0,322135547962651
0,430770432751699
0,427291077017139
0,551824604663112
0,546078780275546
0,68692106051625
0,677940257111929
0,835677269127872
0,82225239438399
0,997672780305927
0,978330311873265
1,1724512100024
1,1454305959426
1,35952238925419
1,32275479999148
1,55836466270812
1,50945318857206
1,76842732159268
1,70462870050825
1,98913315519405
1,9073411050492
2,21988110422428
2,11661132399677
2,46004899893846
2,33142589188256
2,70899636447052
2,55074152563883
2,96606727561467
2,77348977481241
3,23059324318201
2,99858172321203
3,50189611410893
3,22491271295637
3,77929096768303
3,45136706219768
4,06208899057892
3,67682274832857
4,34960031385641
3,90015602922831
4,64113679565978
4,12024597606064
4,93601473406228
4,33597889228359
5,23355749531553
4,54625259486056
5,53309804368006
4,74998053515483
5,83398136002001
4,94609573862972
6,13556673743142
5,13355454424606
6,43722994332732
5,31134012632836
6,73836523861291
5,47846578364202
7,03838724583713
5,63397798246501
7,33673265949158
5,77695914252987
7,6328617929303
5,90653015683424
7,92625995769398
6,02185263845114
8,21643867232539
6,12213088959408
8,50293669905016
6,20661359028832
8,78532090795529
6,27459520604951
9,06318696951794
6,32541711595852
9,33615987750868
6,35846846442962
9,60389430540797
6,37318674178482
9,86607480052387
6,36905810045628
10,1224158209758
6,34561741523006
10,3726616216081
6,30244809740811
10,6165859957114
6,23918167409288
10,8539918801579
6,15549714498368
11,0847108321924
6,05112013011107
11,3086023866667
5,92582182282142
11,5255533029523
5,77941776305774
11,735476711126
5,61176644656328
11,9383111672853
5,42276778606428
12,1340196280225
5,21236144076998
12,3225883541736
4,98052503066513
12,5040257539539
4,72727225206969
12,6783611755142
4,45265091080785
12,8456436587917
4,15674088907144
13,005940656302
3,83965206169099
13,1593367322246
3,50152217704861
13,3059322487813
3,14251471729204
13,4458420485009
2,76281675184766
13,5791941405111
2,36263679749329
13,7061283985058
1,94220269745007
13,826795277512
1,50175953109649
13,941354556027
1,04156756500911
14,0499741095256
0,561900255102809
14,152828720752
0,0630423086894442
14,2500989316159
0
14,2500989316159
6,37318674178482
